id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
38072306,Lovely Studio In Recoleta,240810171,Flor,,Recoleta,-34.58546,-58.39607,Entire home/apt,1320,2,1,2019-10-28,0.34,4,354
38073118,"Palermo, excelente departamento Solar de la Abadía",150245542,Alfredo Ricardo,,Palermo,-34.5671,-58.43882,Entire home/apt,2101,3,11,2020-01-03,2.62,1,121
38073407,Departamento en Caballito completo,239856814,Martina,,Caballito,-34.62293,-58.44908,Entire home/apt,2101,3,4,2019-12-26,0.94,1,166
38073439,Amplio y familiar. Ubicación perfecta. Confort.,109389006,Laura,,Caballito,-34.62036,-58.44396,Entire home/apt,1441,1,6,2020-01-06,1.62,1,358
38073745,SOLER ART STUDIOS IV A - Palermo Hollywood,288991397,Nicolas,,Palermo,-34.57968,-58.43338,Entire home/apt,1801,2,19,2020-01-07,4.10,1,173
38074536,AMPLIO DEPARTAMENTO/FACULTAD DE MEDICINA,3299057,Alejandrina,,Balvanera,-34.60129,-58.40173,Entire home/apt,1861,2,1,2019-12-15,0.73,5,108
38074939,SOLER ART STUDIOS II C - Palermo Hollywood,289001491,Juan,,Palermo,-34.57984,-58.43314,Entire home/apt,1801,2,12,2020-01-18,2.69,1,39
38075759,ComprandoViajes - Studio for 2 in San Telmo Area,4007816,Nicolas,,Constitucion,-34.61903,-58.38754,Entire home/apt,1140,1,6,2019-12-13,1.76,8,0
38077631,Departamento en belgrano - excelente zona,255909402,Ramiro,,Belgrano,-34.55691,-58.46525,Entire home/apt,1200,2,5,2020-01-08,1.28,1,70
38086088,Moderno y Lindo apartamento en Palermo con balcón,3469227,Federico,,Palermo,-34.58143,-58.40872,Entire home/apt,3421,3,7,2020-01-14,1.75,88,349
38087036,Recoleta al parque,116687335,Vicky,,Recoleta,-34.58856,-58.39921,Entire home/apt,1801,2,20,2020-01-13,4.76,1,24
38087875,Habitacion privada en Nuñez,289090695,Fernando,,Nuñez,-34.53779,-58.46821,Private room,600,1,1,2019-10-12,0.29,1,365
38088580,Hermoso departamento en inmejorable ubicación,147987414,Lucre Y Lior,,Recoleta,-34.59685,-58.40309,Entire home/apt,1501,3,13,2020-01-08,2.93,1,47
38088937,"Hermoso Studio, Zona TOP de BsAs!!!",289096872,Oro,,Palermo,-34.57615,-58.42109,Entire home/apt,3001,3,0,,,3,204
38090959,Plaza San Martin dos dormitorios,262287951,Maria,,Retiro,-34.5977,-58.37452,Entire home/apt,4322,5,2,2019-10-06,0.43,2,178
38091899,Bellísimo dos ambientes cómodo en Caballito!,222080455,Brian,,Caballito,-34.62057,-58.43044,Entire home/apt,1501,1,2,2019-10-03,0.41,1,82
38092017,Depto. listo para entrar entre Palermo y Belgrano,148518732,Gimena,,Colegiales,-34.57377,-58.44257,Entire home/apt,1080,90,0,,,1,0
38092209,Cómodo departamento y buena ubicación,289117904,Luz,,Caballito,-34.62051,-58.44437,Shared room,600,1,0,,,1,0
38092338,"Modern & Colorful w/Stunning Terrace, Palermo Soho",7986525,Matias,,Palermo,-34.59007,-58.42481,Entire home/apt,1861,1,12,2020-01-05,2.65,12,159
38092375,Excelente departamento en Puerto Madero,67080641,Sara,,Puerto Madero,-34.62069,-58.36471,Entire home/apt,3301,2,6,2020-01-10,1.61,1,350
38093592,Arevalo   2 pax,3166647,Federico,,Palermo,-34.58143,-58.44105,Entire home/apt,2101,4,0,,,23,365
38095442,Vive la La Boca en un lugar único.,9992542,Diego Alberto,,Boca,-34.63897,-58.36698,Entire home/apt,1501,3,0,,,1,142
38095602,Downtown Recoleta Sunny & Cozy Studio,132838002,Juan,,Retiro,-34.59841,-58.38426,Entire home/apt,3421,3,1,2019-09-29,0.25,39,88
38095870,"Alto Palermo/Bulnes, 1-Bed cozy Appartment",69887972,Federico,,Palermo,-34.59106,-58.41292,Entire home/apt,1501,2,8,2020-01-17,2.38,1,142
38095992,Acogedor departamento en el barrio de Belgrano,10124032,Alyson,,Belgrano,-34.56056,-58.46129,Entire home/apt,1801,1,14,2020-01-11,2.86,1,173
38096577,Monoambiente con hermoso balcón aterrazado .,232509395,Silvina,,Palermo,-34.56633,-58.44096,Entire home/apt,1441,1,11,2020-01-23,2.82,1,305
38097104,"LA MEJOR UBICACIÓN DE PALERMO, A MINUTOS DE TODO",211381492,Gonzalo Matias,,Palermo,-34.58672,-58.41553,Entire home/apt,1921,3,19,2020-01-17,4.29,1,239
38097270,Beautiful and spacious flat in Palermo!,122095799,María Verónica,,Palermo,-34.58413,-58.41649,Entire home/apt,4141,2,7,2020-01-02,1.86,1,59
38097712,Amazing studio in Palermo Hollywood,14161102,Luis,,Palermo,-34.58427,-58.43841,Entire home/apt,1260,2,28,2020-01-17,5.68,1,96
38099100,Excellent loft in heart of Palermo w/amenities.,25943835,Sebas Duffy,,Palermo,-34.5815,-58.40664,Entire home/apt,1380,4,11,2020-01-10,2.73,5,25
38099385,Departamento en Palermo Chico,165568394,Juan Manuel Y Magdalena,,Palermo,-34.57647,-58.40767,Entire home/apt,1501,30,0,,,2,60
38099663,BUDGET PALERMO STUDIO IN GREAT LOCATION,161902,Gustavo,,Palermo,-34.59274,-58.41461,Entire home/apt,1681,2,4,2019-11-27,1.01,17,348
38100024,Lucas house (subte línea A),77768255,Lucas,,Balvanera,-34.60956,-58.39965,Entire home/apt,960,3,16,2019-11-13,3.33,1,335
38100743,Acogedor departamento para sentirse como en casa,289119518,Jennifer,,Almagro,-34.6064,-58.43058,Entire home/apt,1801,1,7,2020-01-16,1.84,1,83
38100842,Neo House,149570580,Franco,,Parque Chacabuco,-34.64109,-58.44064,Private room,720,1,0,,,1,364
38101520,"Monoambiente en Microcentro, excelente ubicación.",289218699,Jeremias,,Retiro,-34.59714,-58.37933,Shared room,1501,1,0,,,1,365
38102302,Amplio y luminoso loft sobre Boulevard Charcas,112390961,Silvia,,Palermo,-34.59173,-58.41402,Entire home/apt,2521,3,2,2019-11-18,0.44,1,90
38102807,Cuarto matrimonial dos cuadras de Obelisco. Centro,47559114,Rodrigo,,San Nicolas,-34.60666,-58.38336,Private room,1320,2,0,,,1,364
38103695,Dpto 2 amb con Pileta  y Parrilla en Las Cañitas.,168125661,Giselle,,Palermo,-34.56866,-58.43393,Entire home/apt,6002,1,0,,,1,365
38103951,Moderno departamento 2 AMB en Belgrano,106386652,Carolina,,Belgrano,-34.55802,-58.45449,Entire home/apt,1441,3,4,2019-11-27,1.03,1,301
38104359,HABITACIÓN  ORANGE,184883406,Carolina,,Balvanera,-34.59916,-58.40277,Private room,1020,1,4,2019-12-12,1.07,1,365
38104819,Vive como un porteño! Luminoso estudio en almagro.,37742013,Lucas,,Almagro,-34.61888,-58.4204,Entire home/apt,1260,1,17,2020-01-19,3.49,1,346
38107122,Unique flat w/ private terrace - Pool & GYM,1875949,Diego,,Palermo,-34.57977,-58.41613,Entire home/apt,8103,20,1,2020-01-01,1,56,48
38107487,Hermosa casa,99251533,Nicolas,,Caballito,-34.60656,-58.45527,Private room,3001,1,0,,,1,363
38117013,"Recoleta, excellent location. comfy full apartment",289352174,Federico,,Recoleta,-34.59756,-58.40636,Entire home/apt,1260,3,6,2020-01-22,2.54,1,114
38117723,HERMOSO 2 AMBIENTES EN ZONA TOP EXCLUSIVA!,289096872,Oro,,Palermo,-34.58611,-58.43227,Entire home/apt,3601,3,2,2019-11-28,0.70,3,357
38118620,Luminoso y acogedor depto en Lezama Park,9953223,Martina,,Barracas,-34.62876,-58.37266,Entire home/apt,1320,2,2,2019-11-23,0.91,1,0
38119653,Chic Studio in Recoleta,11483615,Mariana,,Retiro,-34.59507,-58.38028,Entire home/apt,1801,2,3,2020-01-05,2.57,32,179
38120024,Chompis House 2 pax,50765412,Nani,,Recoleta,-34.59214,-58.40405,Entire home/apt,2281,2,8,2020-01-19,1.82,2,346
38120415,Increible loft en Palermo Hollywood,15900304,Gabriel,,Palermo,-34.58417,-58.43887,Entire home/apt,2701,1,2,2019-11-18,0.58,69,61
38121162,ELECTRIC POWER PLANT (restored) ! :D,289426969,Nacho,,Parque Chacabuco,-34.63684,-58.43948,Entire home/apt,1501,1,0,,,1,87
38122492,Excelencia y Calidez en Palermo,289435697,Patricia,,Chacarita,-34.58203,-58.44857,Entire home/apt,2701,2,9,2020-01-22,4.35,1,161
38123024,"Loft en el corazón de Palermo Soho, Buenos Aires",121500507,Sílvia,,Palermo,-34.58331,-58.4244,Entire home/apt,4202,1,21,2020-01-13,4.67,1,353
38123053,Luminoso apto en Mendoza y Vidal,195037927,Mariana,,Belgrano,-34.56375,-58.46233,Entire home/apt,3001,7,0,,,5,87
38124375,Bright One Bedroom Apartment in Premier Building,260840744,Quartier Polo,,Palermo,-34.57134,-58.43533,Entire home/apt,4802,3,1,2019-10-10,0.28,5,192
38124558,Habitacion grande privada/ private room,210380481,Erika,,Villa Gral. Mitre,-34.61169,-58.46218,Private room,33012,1,5,2019-12-14,1.09,1,89
38124658,Studio in the heart of Recoleta,256462517,Jan,,Recoleta,-34.59442,-58.40314,Entire home/apt,2941,7,0,,,4,365
38124717,Departamento con balcon super luminoso y nuevo,29589782,Javier,,Caballito,-34.62461,-58.44826,Entire home/apt,3481,7,0,,,2,89
38124781,Modern/Stylish 1 Bedroom Apartment w/ pool & gym,260840744,Quartier Polo,,Palermo,-34.57038,-58.43474,Entire home/apt,4802,3,0,,,5,152
38125992,Dome residencia,274215173,Leo,,Monserrat,-34.60875,-58.37873,Private room,1260,2,1,2019-12-12,0.68,1,353
38126922,"Trust Tempora,  frente al Hospital Italiano",232384151,Dan,,Almagro,-34.60665,-58.42576,Entire home/apt,2401,3,7,2019-12-11,1.50,1,97
38127359,Amplia y luminosa habitación en San Telmo,159973503,Sebastian,,San Telmo,-34.62154,-58.3731,Private room,780,2,0,,,6,0
38127764,San Telmo Un lugar Sencillo Espacioso y Tranquilo,226685351,Vilma,,Constitucion,-34.61913,-58.3776,Entire home/apt,2101,1,10,2020-01-19,2.22,1,120
38127819,Full apartment in Centennial Park,289556446,Javier,,Caballito,-34.60949,-58.44043,Entire home/apt,1020,3,8,2020-01-09,2.00,1,40
38129923,Alquiler Temporario en San Telmo,289612278,Susana,,San Telmo,-34.62038,-58.3751,Entire home/apt,1741,7,0,,,1,267
38130321,"Un lugar especial a 2 cuadras del subte, tú hogar",38248350,Raul,,Villa Crespo,-34.5996,-58.4413,Entire home/apt,1260,1,12,2019-11-17,2.42,1,174
38131075,Dpto temporario.zona facultad,178796947,Martín,,Balvanera,-34.59922,-58.4091,Entire home/apt,1200,1,3,2019-12-24,0.65,1,335
38131303,3 amb para 4 personas en Belgrano,249677817,Daniel Y Gabriela,,Belgrano,-34.55732,-58.4602,Entire home/apt,2101,1,3,2019-12-08,0.72,4,365
38132030,PARK VIEW IN BELGRANO,177549105,Jorge,,Belgrano,-34.55339,-58.4569,Entire home/apt,1801,5,0,,,3,330
38132766,Hogar acogedor en Parque Chas (habitación privada),241491834,Tomás,,Parque Chas,-34.58189,-58.48027,Private room,660,1,1,2019-12-14,0.71,1,172
38133958,Azcuenaga Apart 2AMB con piscina y laundry,289725403,Maita,,Recoleta,-34.58855,-58.39574,Entire home/apt,4202,3,0,,,1,269
38139729,"El corazón de Palermo, la tranquilidad de una casa",8806876,Lourdes,,Palermo,-34.58589,-58.42738,Entire home/apt,12004,2,5,2019-12-08,1.09,1,177
38141572,Hermoso dpto en el corazon de palermo,233739574,Thierry,,Palermo,-34.59341,-58.42533,Entire home/apt,1501,1,20,2019-11-29,4.69,1,269
38142172,* BA Academic Appartment * in Palermo Queens,13458547,Celina,,Villa Crespo,-34.59649,-58.44287,Private room,660,3,0,,,2,0
38145329,Luminoso estudio cercano a estación de metro,1626727,Juan,,Parque Chas,-34.58488,-58.47359,Entire home/apt,1260,2,3,2019-12-20,0.87,1,84
38146195,Brand new apartment in historic center of BA!,31375534,Sabrina,,Monserrat,-34.61322,-58.37172,Entire home/apt,1681,1,2,2020-01-02,0.43,20,360
38146532,Elegant Apartament heart of San Telmo for 6 guests,286939071,Victoria,,San Telmo,-34.61805,-58.3766,Entire home/apt,6602,3,0,,,1,365
38148185,30% Off Palermo Soho in the heart of Palermo Soho,203109589,Alejandro,,Palermo,-34.5895,-58.43311,Entire home/apt,2101,2,15,2020-01-05,3.33,6,95
38148230,"Departamento en Palermo con pileta, Suitch 706",241211901,Wanderlust,,Palermo,-34.5966,-58.41988,Entire home/apt,2641,2,1,2019-12-07,0.61,17,192
38148828,Luminoso departamento en Belgrano+,195037927,Mariana,,Belgrano,-34.5622,-58.46074,Entire home/apt,3181,7,0,,,5,87
38151235,Comodo departamento en caballito!,280714716,Miriam,,Caballito,-34.60465,-58.43228,Entire home/apt,1140,2,5,2020-01-16,1.01,1,77
38152165,"Beautifully renovated, two bedroom apartment!",270763312,Cecilia,,Palermo,-34.59026,-58.41136,Entire home/apt,2101,5,4,2020-01-19,2.14,1,346
38152444,Depto 2 ambientes en el corazon de Recoleta,289878467,Graziela,,Recoleta,-34.58637,-58.39421,Entire home/apt,1501,4,2,2019-11-13,0.54,2,328
38153109,Habitacion Acojedora Palermo Hollywood,289883881,Sebastian,,Palermo,-34.58596,-58.43693,Private room,1501,1,1,2019-09-22,0.24,1,179
38153144,"4 apartments in the same building, Palermo Soho",7986525,Matias,,Palermo,-34.59378,-58.42764,Entire home/apt,9003,2,0,,,12,121
38153527,Palermo Soho Go Thames & Nicaragua,16000925,Kristoffer,,Palermo,-34.5858,-58.42846,Entire home/apt,2701,3,2,2019-12-20,0.82,27,109
38154767,Habitación privada con cama doble en Recoleta,285663067,Victor,,Recoleta,-34.58602,-58.40713,Private room,1200,2,0,,,1,0
38156198,"Estreno studio de 40 m2 , luz y sol, cable y wifi.",44377765,Guillermo,,Recoleta,-34.59061,-58.39737,Entire home/apt,2161,2,6,2020-01-18,1.75,3,174
38156458,Departamento a Estrenar Alquiler Temporario,289913071,Ramiro,,Villa Urquiza,-34.57575,-58.48996,Entire home/apt,1200,3,0,,,1,0
38156834,Great Vibes N' Palermo Hollywood,126414023,Alfie,,Palermo,-34.57886,-58.43249,Entire home/apt,1801,5,0,,,1,90
38158505,Todo sol en apartamento en Almagro (Las Violetas),20423158,Gloria,,Almagro,-34.61297,-58.42407,Entire home/apt,1441,2,15,2020-01-21,3.21,3,314
38158666,Best Location RECOLETA 9,289858052,Omar,,Recoleta,-34.59149,-58.39228,Entire home/apt,2401,1,22,2020-01-12,5.12,5,88
38159025,Modern Apartment at Palermo Hollywood,162139677,Sebastian,,Palermo,-34.57985,-58.44108,Entire home/apt,1801,2,2,2019-09-30,0.48,1,143
38159558,Departamento zona turística Abasto,250975998,Maria Catalina,,Balvanera,-34.60323,-58.40753,Entire home/apt,1801,1,0,,,2,365
38159594,Amazing apartment in Recoleta,52961626,Felicitas,,Recoleta,-34.58768,-58.38768,Entire home/apt,3001,1,4,2019-12-15,1.74,1,0
38160909,sweet loft mini departamento en san telmo,67265041,Tom,,Monserrat,-34.61384,-58.37432,Entire home/apt,1200,7,0,,,1,32
38161621,Best Location in BA - Theather night life!,22406006,Fer,,San Nicolas,-34.60329,-58.39058,Entire home/apt,1501,3,11,2020-01-07,2.50,2,68
38161823,Tranquilo piso en un pasaje de Palermo,55652825,Cynthya,,Palermo,-34.5796,-58.4378,Private room,900,2,6,2019-12-20,1.37,1,78
38161876,Apart 1 Studio Obelisco Av. 9 de Julio Downtown,147436354,Maximiliano,,San Nicolas,-34.60201,-58.38158,Entire home/apt,2521,7,1,2019-09-21,0.24,3,329
38163284,"Ideal ESTUDIANTES,  en CAPITAL FEDERAL, Belgrano.",263511603,Jackie,,Belgrano,-34.56412,-58.44686,Shared room,600,1,0,,,3,57
38164789,Departamento en Almagro,289986052,Pablo,,Almagro,-34.60579,-58.41666,Entire home/apt,1501,2,13,2019-11-24,3.00,1,134
38176684,Departamento 2 do C,215285828,Nati,,Palermo,-34.57258,-58.44016,Entire home/apt,2221,1,27,2020-01-12,7.04,3,177
38177811,TOP LOCATED STUDIO APARTMENT!,289096872,Oro,,Palermo,-34.58607,-58.4307,Entire home/apt,4202,3,0,,,3,314
38178614,Encantador studio en el corazón de Caballito!,290105096,Ana,,Caballito,-34.61032,-58.43289,Entire home/apt,1681,2,7,2020-01-08,2.04,1,180
38179477,☼ Cozy Oasis in the Heart of Buenos Aires ☼,4139436,Cecilia,,Almagro,-34.61185,-58.41527,Private room,780,2,1,2019-09-15,0.23,1,24
38179533,My home is a lovely place and warm.,224522743,Luana,,Recoleta,-34.59481,-58.40889,Entire home/apt,21008,30,0,,,1,179
38179676,Studio 2 Obelisco Apart Av. 9 de Julio Downtown,147436354,Maximiliano,,San Nicolas,-34.60334,-58.38345,Entire home/apt,1320,7,2,2020-01-06,0.48,3,349
38180044,Cálido Mono ambiente en Palermo,264086188,Karinna,,Palermo,-34.59173,-58.41534,Entire home/apt,1621,3,9,2020-01-06,2.65,1,165
38180052,Práctica y confortable - cama/sofa Balvanera,290122564,Jorgelina,,Balvanera,-34.59973,-58.39542,Shared room,600,1,2,2019-11-01,0.48,1,89
38180652,Buenos Aires Uruguay 847 centro,267762928,Marcela,,Retiro,-34.59849,-58.38622,Entire home/apt,1801,2,0,,,2,179
38181901,"Cuarto, baño y cocina privados en una casa antigua",222218150,Gustavo,,Balvanera,-34.61177,-58.40277,Entire home/apt,1200,2,0,,,6,363
38182779,ÁMPLIO DEPARTAMENTO( PALERMO QUEEN),290142080,Mónica Beatriz,,Villa Crespo,-34.59763,-58.44812,Entire home/apt,1921,2,7,2019-12-21,2.00,3,325
38183006,La Abadía Spot,284242319,Villasana,,Palermo,-34.568,-58.43659,Entire home/apt,2761,6,2,2019-11-30,0.92,4,125
38183766,Habitaciones en Palermo Soho,290150577,Carlos,,Palermo,-34.58478,-58.41542,Private room,660,30,0,,,1,365
38184743,ÁMPLIO DEPARTAMENTO EN PALERMO QUEEN,290142080,Mónica Beatriz,,Villa Crespo,-34.59562,-58.44905,Entire home/apt,1921,2,5,2020-01-15,1.83,3,323
38185089,Impecable Studio frente al cementerio de Recoleta,210147055,Giorgina,,Recoleta,-34.58669,-58.39399,Entire home/apt,1260,1,13,2020-01-15,2.81,16,346
38185326,DEPTO EXCLUSIVO BARRIO PARQUE,256818954,Juan Alberto,,Palermo,-34.57732,-58.39951,Private room,7383,7,0,,,4,178
38185570,COZY STUDIO IN THE HEART OF PALERMO,26117383,Lautaro,,Palermo,-34.59545,-58.42426,Entire home/apt,2401,4,0,,,1,315
38185723,"Cálido, confortable tranquilo,ideal para estudiant",5028844,Veronica,,Recoleta,-34.59419,-58.39765,Private room,960,15,0,,,1,329
38185896,Comodidad en lo más lindo de Belgrano!,290165538,Leandro,,Belgrano,-34.55138,-58.45399,Entire home/apt,2341,1,11,2020-01-08,3.20,1,69
38186228,Departamento en pleno corazón de Palermo!,156682413,Guillermina,,Palermo,-34.57967,-58.42924,Entire home/apt,2041,3,11,2020-01-02,2.73,1,0
38186720,"DEPTO BARRIO PARQUE , ZONA RESIDENCIAL 5 ESTRELLAS",256818954,Juan Alberto,,Palermo,-34.57722,-58.39961,Private room,5042,1,0,,,4,179
38187985,Lindisimo y cómodo Apt en Recoleta (2PAX),290179912,Solana,,Recoleta,-34.59455,-58.39316,Entire home/apt,2401,3,2,2019-12-27,1.36,1,89
38188908,Hermoso y nuevo dept. en el corazon de Almagro,37987127,Ana,,Almagro,-34.61277,-58.42017,Entire home/apt,1681,4,0,,,1,4
38188996,"Departamento totalmente equipado, hasta 4 pers.",230091201,Luis,,Monserrat,-34.61592,-58.39023,Entire home/apt,1681,1,10,2020-01-04,3.57,1,56
38189333,"Amplio, Cómodo y Muy Luminoso 4Pax Villa Crespo",277679767,Pia,,Villa Crespo,-34.60046,-58.4441,Entire home/apt,1801,2,4,2019-12-01,0.92,1,135
38189997,Buenos Aires a mi alcance,223410105,Ernesto,,Colegiales,-34.57118,-58.45024,Entire home/apt,4802,3,5,2019-12-27,1.15,1,294
38190060,"Hermoso dpto, genial ubicación y vista en Retiro",288835471,Elci,,Retiro,-34.59236,-58.37766,Entire home/apt,2701,2,0,,,2,124
38191030,PALERMO| 2 AMB. | Full Amenities- Best Location,147840942,Victoria,,Palermo,-34.58398,-58.41565,Entire home/apt,2521,20,1,2019-10-11,0.28,1,5
38191434,Departamento PH tipo Loft,271287077,Araceli,,Almagro,-34.60083,-58.42049,Entire home/apt,1801,2,1,2019-10-14,0.29,1,180
38191564,Amazing New Studio in the heart of Recoleta!,8781853,Carolina,,Recoleta,-34.59287,-58.39611,Entire home/apt,1801,1,22,2020-01-19,5.04,2,311
38191816,Duplex 3 ambientes en cañitas con amenities,284796419,Johanna,,Palermo,-34.57488,-58.43021,Entire home/apt,2101,90,0,,,1,177
38192365,Habitación Compartida Colegiales,290215319,Alejandro,,Colegiales,-34.57844,-58.45283,Shared room,600,1,0,,,1,365
38192750,Studio Av Corrientes 1800,161706055,Karina,,Balvanera,-34.60416,-58.39272,Entire home/apt,2701,3,9,2020-01-20,2.11,1,137
38204393,Ambiente confortable en el centro,276944043,Javier,,Constitucion,-34.6187,-58.38774,Entire home/apt,1260,2,14,2020-01-20,3.02,1,67
38204748,Cuarto individual en la mejor zona de Belgrano,28828818,Daniela,,Belgrano,-34.56702,-58.45424,Private room,720,7,0,,,2,365
38205870,Excelente departamento sobre Avenida Córdoba,97694291,TempoBA,,Balvanera,-34.59973,-58.40321,Entire home/apt,1921,1,16,2019-12-18,3.45,4,72
38206410,Depto san telmo piso 14 dueño directo,2464466,Andres,,Constitucion,-34.62441,-58.37851,Entire home/apt,19987,90,0,,,2,365
38206750,Habitación privada,228308554,Douglas,,Balvanera,-34.60515,-58.39699,Private room,840,3,0,,,1,297
38207409,"Habitación Muy Grande, 2 o 3 Personas",230493470,Astor,,Monserrat,-34.61331,-58.37236,Private room,840,1,1,2019-10-23,0.32,2,12
38208076,"""LAS CASAS DEL AURA"" La mejor ubicación y atención",226550556,Laura,,Chacarita,-34.58445,-58.44571,Entire home/apt,1561,2,8,2019-12-14,1.73,1,29
38208888,Monoambiente cálido y confortable,229766544,Miriam,,Recoleta,-34.59437,-58.39331,Entire home/apt,1200,3,11,2020-01-13,2.37,1,17
38208961,Little apartment with perfect view,101526800,Macarena Lucia,,San Telmo,-34.6205,-58.37407,Entire home/apt,1200,2,14,2020-01-07,3.36,1,24
38208968,Gorgeous Loft In The Heart of Buenos Aires,76237086,Juan Martin,,San Nicolas,-34.60219,-58.38005,Entire home/apt,1501,30,0,,,2,60
38210636,Exceptional large studio in the heart of Recoleta,130058708,Veronica,,Recoleta,-34.59175,-58.39852,Entire home/apt,2401,3,5,2020-01-05,1.09,3,22
38213613,"Seguro, cómodo y variadas opciones gastronómicas",7611629,Emilia,,Chacarita,-34.5861,-58.44512,Entire home/apt,2341,3,5,2020-01-07,1.97,1,22
38214158,Nuevo y Moderno Dpto Recoleta. Excelente ubicación,61598087,Florencia,,Recoleta,-34.59087,-58.40647,Entire home/apt,3301,2,8,2020-01-15,3.43,2,354
38215779,Piso entero sobre el tranquilo Pasaje Bollini,241096131,Augusto,,Recoleta,-34.58802,-58.40446,Entire home/apt,3001,2,9,2020-01-01,2.70,1,86
38216750,recoleta apart,290392866,Vicente,,Recoleta,-34.59371,-58.39784,Entire home/apt,15366,1,0,,,1,89
38217124,La casa de Hernán,290401752,Hernan,,Caballito,-34.61706,-58.44927,Private room,1501,3,0,,,1,0
38217808,Buenos recuerdos de Buenos Aires,111660325,Pablo,,Recoleta,-34.59935,-58.3951,Entire home/apt,3601,2,18,2020-01-20,4.58,1,176
38230980,Petit Apartment in the heart of Recoleta!!!!,37253604,Romina,,Recoleta,-34.58557,-58.39972,Entire home/apt,1621,2,16,2020-01-12,3.66,6,131
38231298,★★★★★ Brand New Remodeled Suite Apt in Recoleta,278440549,Boutique Apartments,,Retiro,-34.59793,-58.37774,Entire home/apt,2341,1,11,2020-01-20,2.92,9,341
38231750,"Lugar encantador, nuevo y bien atendido.",32227093,Luvila,,Palermo,-34.57104,-58.43291,Private room,900,1,0,,,2,81
38231792,★★★★★ Brand New Remodeled Suite Apt in Recoleta,278440549,Boutique Apartments,,Retiro,-34.59651,-58.37755,Entire home/apt,2341,1,17,2020-01-06,4.47,9,342
38232066,Garden House Hostel creado por y para los viajeros,239973105,Hostel,,Constitucion,-34.62272,-58.38336,Private room,2521,1,1,2019-10-03,0.26,1,143
38233100,Lindísimo y cómodo studio en Palermo,145077531,Socorro,,Palermo,-34.58052,-58.40762,Entire home/apt,1501,2,1,2019-10-06,0.27,1,338
38234683,"Amazing Apartment with Pool, Gym  and Parrilla :)",8757219,Jonathan,,Colegiales,-34.57751,-58.45024,Entire home/apt,1621,2,5,2020-01-10,1.47,1,155
38236284,RECOLETA ROOFTOP Diseño y Confort en la mejor zona,281935660,Pilar,,Recoleta,-34.59159,-58.39897,Entire home/apt,3901,3,9,2020-01-15,3.55,2,35
38236453,Cómoda y súper luminosa oportunidad en Balvanera!,234320097,Franco,,Balvanera,-34.60395,-58.39951,Entire home/apt,1501,2,11,2020-01-13,3.51,1,46
38236965,An Oasis in the center of Buenos Aires,284067265,Yenni,,San Nicolas,-34.60036,-58.37856,Entire home/apt,2041,3,6,2020-01-06,1.84,1,190
38237634,Estudio nuevo y luminoso con balcón en Palermo!,290555961,Ana,,Palermo,-34.57631,-58.43865,Entire home/apt,2701,3,2,2019-12-13,1.02,1,85
38237789,"Zebra House, en el corazón de Buenos Aires.",25065693,Juan,,Retiro,-34.59697,-58.38475,Entire home/apt,2401,2,0,,,2,86
38238213,Inmejorable ubicación! Pura luz y paz en Palermo!,24383777,Noemi,,Palermo,-34.58848,-58.4122,Entire home/apt,2221,3,2,2020-01-02,1.50,1,53
38238289,Beautiful apartment in the heart of Recoleta,123858165,Maria Julia,,Recoleta,-34.59255,-58.39156,Entire home/apt,3001,2,12,2020-01-18,2.81,1,314
38238311,Amplio departamento en la zona de Belgrano. CABA,20489382,Julio,,Belgrano,-34.55422,-58.45313,Entire home/apt,2221,2,2,2020-01-11,1.11,1,145
38238467,"Hermoso monoambiente, super ubicado y equipado.",139152382,Flora,,Palermo,-34.57426,-58.4226,Entire home/apt,1801,5,7,2019-12-31,1.67,4,365
38238477,Monoambiente centrico,159140816,Juan,,San Nicolas,-34.60547,-58.3863,Entire home/apt,1200,3,0,,,1,159
38241215,"""Aira"" un hermoso depto en el corazón de Bs As",175313592,Solange,,San Nicolas,-34.59997,-58.37729,Entire home/apt,1501,3,10,2020-01-15,2.26,2,250
38242515,Luminoso Monoambiente en Caballito con BBQ y Sum,290627985,Fla,,Villa Crespo,-34.60625,-58.44474,Entire home/apt,780,1,8,2019-12-21,2.12,1,83
38243333,Rogahosts,220235212,Rogael,,Recoleta,-34.59684,-58.38886,Private room,840,1,1,2019-09-12,0.22,1,180
38244244,ANNArtHouse,26780459,Sandra Elena,,Palermo,-34.58909,-58.43117,Entire home/apt,4202,3,0,,,1,180
38249335,Sunny & cozy apt in Palermo - Live as a local!,36365277,Mario,,Palermo,-34.58578,-58.44044,Entire home/apt,3121,2,0,,,1,90
38253731,☀ Luxury Loft in Cañitas,290709921,Tomas,,Palermo,-34.57178,-58.43266,Entire home/apt,2401,5,4,2019-11-23,1.01,1,46
38255543,Unique. Premium & exclusive apartment. Recoleta,102197317,Flor,,Recoleta,-34.59878,-58.39548,Entire home/apt,2401,3,14,2020-01-21,3.56,1,163
38255721,Amplia habitación privada con cama matrimonial,72267447,Aixa,,Floresta,-34.63191,-58.48432,Private room,1200,1,0,,,2,175
